id,facility_name,business_status,road_address,parcel_address,phone,area_sqm,facility_type,latitude,longitude
746,다랑동물병원,영업/정상,"서울특별시 강남구 삼성로 11, 상가동 103,104호 (개포동, 디에이치아너힐즈)",서울특별시 강남구 개포동 1281 디에이치아너힐즈,02-577-7579,,동물병원,37.48411092,127.06752101
747,24시 온숲 동물의료센터,영업/정상,"서울특별시 강남구 도곡로 241, 1,2층 (역삼동)",서울특별시 강남구 역삼동 786-16,02-6951-5324,0.00,동물병원,37.49396327,127.04485040
748,온숲 영상·외과 동물의료센터,영업/정상,"서울특별시 강남구 도곡로 241, 3,4층 (역삼동)",서울특별시 강남구 역삼동 786-16,02-6951-5324,,동물병원,37.49396327,127.04485040
749,얼바인동물병원,영업/정상,"서울특별시 강남구 밤고개로 223, 강남센터뷰 103,104호 (자곡동)",서울특별시 강남구 자곡동 670 강남센터뷰,02-459-7515,0.00,동물병원,37.47441463,127.10711084
750,퍼피즌동물병원,영업/정상,"서울특별시 강남구 선릉로 636, 키스톤빌딩 1층 (삼성동)",서울특별시 강남구 삼성동 34-3 키스톤빌딩,02-541-2651,0.00,동물병원,37.51319998,127.04302624
751,개포동물병원,영업/정상,"서울특별시 강남구 개포로 512 (개포동, 개포종합상가 1층)",서울특별시 강남구 개포동 186-17 개포종합상가 1층,02-3412-7582,0.00,동물병원,37.48927177,127.06881748
752,자연동물병원,영업/정상,서울특별시 강남구 개포로 260 (개포동),서울특별시 강남구 개포동 1211번지,02-576-8275,0.00,동물병원,37.47926304,127.05092509
753,수서동물병원,영업/정상,"서울특별시 강남구 광평로 196, 1층 109호 (수서동, 제이스프라자)",서울특별시 강남구 수서동 595번지 제이스프라자 109호,02-459-5955,0.00,동물병원,37.48408225,127.09389975
754,압구정동물의료센터,영업/정상,"서울특별시 강남구 압구정로 226, 성수빌딩 103호 (신사동)",서울특별시 강남구 신사동 617 성수빌딩,02-547-7588,0.00,동물병원,37.52866141,127.03255402
755,청담동물병원,영업/정상,"서울특별시 강남구 도산대로50길 13, 논현빌딩 3층 (논현동)",서울특별시 강남구 논현동 95-16번지 논현빌딩,02-543-4037,75.36,동물병원,37.52160232,127.03769144
756,강남25동물병원,영업/정상,"서울특별시 강남구 학동로 235, 로이빌딩 (논현동)",서울특별시 강남구 논현동 90-6 로이빌딩,02-545-8575,0.00,동물병원,37.51559687,127.03501597
757,논현동물병원,영업/정상,"서울특별시 강남구 강남대로118길 47, 1층 (논현동)",서울특별시 강남구 논현동 181-8 1층,02-3442-3785,0.00,동물병원,37.50750337,127.02680759
758,반려담동물병원,영업/정상,"서울특별시 강남구 봉은사로44길 61, 2층 (역삼동)",서울특별시 강남구 역삼동 690-11 2층,,155.00,동물병원,37.50577952,127.04240206
759,놀로동물행동클리닉,영업/정상,"서울특별시 강남구 삼성로133길 7, 베디베로스퀘어 5층 (청담동)",서울특별시 강남구 청담동 46 베디베로스퀘어,02-2237-7582,,동물병원,37.51944082,127.04903007
760,VIP동물의료센터 청담점,영업/정상,"서울특별시 강남구 삼성로133길 7, 베디베로스퀘어 2,3,4층 (청담동)",서울특별시 강남구 청담동 46 베디베로스퀘어,02-511-7522,0.00,동물병원,37.51944082,127.04903007
761,VIP동물한방재활의학센터by.Dr.신사경,영업/정상,"서울특별시 강남구 삼성로133길 7, 베디베로스퀘어 7층 (청담동)",서울특별시 강남구 청담동 46 베디베로스퀘어 7층,02-511-7522,0.00,동물병원,37.51944082,127.04903007
762,리디아 동물병원,영업/정상,서울특별시 강남구 압구정로46길 6 (신사동),서울특별시 강남구 신사동 639-6,02-515-2223,0.00,동물병원,37.52827979,127.03658799
763,원성준영상의학과동물병원,영업/정상,"서울특별시 강남구 도곡로 167, 성우빌딩 2층 (역삼동)",서울특별시 강남구 역삼동 799-25 성우빌딩 2층,02-6204-7511,,동물병원,37.49176624,127.03793468
764,힐스타동물병원,영업/정상,"서울특별시 강남구 자곡로 204-5, 강남 지웰홈스 108-109호 (자곡동)",서울특별시 강남구 자곡동 662 강남 지웰홈스 108- 109호,02-445-5022,0.00,동물병원,37.47427861,127.10540200
765,강남다온동물병원,영업/정상,"서울특별시 강남구 도곡로 174, 1,2층 (도곡동)","서울특별시 강남구 도곡동 545-6 1층,2층",02-576-1239,0.00,동물병원,37.49133394,127.03847703
766,압구정웰동물병원,영업/정상,"서울특별시 강남구 압구정로 108 (신사동, 덕산빌딩 203호 )",서울특별시 강남구 신사동 528-3번지 덕산빌딩 203호,3443-0275,0.00,동물병원,37.52291958,127.02057874
767,선릉동물병원,영업/정상,"서울특별시 강남구 선릉로 533, 연안이씨빌딩 1층 (역삼동)",서울특별시 강남구 역삼동 694-11 연안이씨빌딩 1층,557-1555,0.00,동물병원,37.50687002,127.04675735
768,우리집동물병원,영업/정상,"서울특별시 강남구 남부순환로 2737, 1층 (도곡동)",서울특별시 강남구 도곡동 180-31번지 1층,02-572-9300,0.00,동물병원,37.48647909,127.04515558
769,봄사랑 동물병원,영업/정상,"서울특별시 강남구 압구정로29길 68, 2층 203호 (압구정동, 현대아파트)",서울특별시 강남구 압구정동 455번지 상가 제2층 203호,02-6951-4327,0.00,동물병원,37.53197601,127.02856301
770,혜민동물병원,영업/정상,"서울특별시 강남구 봉은사로57길 59, 대호빌딩 1층 (삼성동)",서울특별시 강남구 삼성동 10-25 대호빌딩 1층,02-454-8275,0.00,동물병원,37.51460222,127.04373049
771,신사동물병원,영업/정상,"서울특별시 강남구 도산대로 206, 진성빌딩 (논현동)",서울특별시 강남구 논현동 59-5 진성빌딩,02-549-4505,0.00,동물병원,37.51963405,127.02902257
772,수정동물병원,영업/정상,"서울특별시 강남구 일원로14길 25, 상가동 102호 (일원동, 푸른마을아파트)",서울특별시 강남구 일원동 719번지 푸른마을아파트 상가동 102호,6053-6052,0.00,동물병원,37.48386928,127.08087053
773,이비치 동물치과병원,영업/정상,"서울특별시 강남구 선릉로 756, 2층 (청담동, 대성빌딩)",서울특별시 강남구 청담동 1-18번지 2층,02-511-2842,0.00,동물병원,37.52226488,127.03966799
774,마더스동물병원,영업/정상,"서울특별시 강남구 헌릉로 569, 202-1호 (세곡동, 강남리더스프라자)",서울특별시 강남구 세곡동 581 강남리더스프라자 202-1호,445-7579,0.00,동물병원,37.46578197,127.10119123
775,도곡종합동물병원,영업/정상,"서울특별시 강남구 언주로 314, 105호 (역삼동)",서울특별시 강남구 역삼동 761-18번지,554-8875,0.00,동물병원,37.49595516,127.04665714
776,치료멍멍동물병원,영업/정상,"서울특별시 강남구 언주로172길 11, 1층 (신사동)",서울특별시 강남구 신사동 637-14,545-0075,0.00,동물병원,37.52794862,127.03477953
777,가로수동물병원,영업/정상,"서울특별시 강남구 압구정로 134, 1층 (신사동)",서울특별시 강남구 신사동 549-1 1층,549-7579,0.00,동물병원,37.52436147,127.02345208
778,드림동물병원,영업/정상,"서울특별시 강남구 역삼로 233, 신성빌딩 1층 (역삼동)",서울특별시 강남구 역삼동 732-27 신성빌딩 1층,02-508-7583,0.00,동물병원,37.49748593,127.04197508
779,대치수동물병원,영업/정상,"서울특별시 강남구 삼성로 212 (대치동, 은마상가 1층 B120, B121)","서울특별시 강남구 대치동 316번지 1통2반 은마상가 1층 B120, B121 101동 801호",02-539-3339,0.00,동물병원,37.49741797,127.06532707
780,그레이동물병원 강남점,영업/정상,"서울특별시 강남구 언주로30길 21, 104, 202호 (도곡동, 아카데미스위트)","서울특별시 강남구 도곡동 467-7 아카데미스위트 에이동 104, 202호",02-529-7587,0.00,동물병원,37.48867260,127.05210219
781,시그니처 동물의료센터,영업/정상,"서울특별시 강남구 도산대로 213 (신사동, 1층, 지하1층)",서울특별시 강남구 신사동 587-13 1층 지하1층,02-549-0275,0.00,동물병원,37.52072605,127.02997995
782,고려종합동물병원,영업/정상,"서울특별시 강남구 선릉로 225, 도곡렉슬상가 507-2호 (도곡동)",서울특별시 강남구 도곡동 527-3 도곡렉슬상가 507-2호,02-575-7999,64.52,동물병원,37.49534085,127.05265202
783,스마트동물병원,영업/정상,"서울특별시 강남구 삼성로 14, 208호 (개포동, 개포자이 프레지던스)",서울특별시 강남구 개포동 189 개포자이 스퀘어상가 208호,554-7582,134.00,동물병원,37.48556029,127.07133819
784,충현동물병원,영업/정상,"서울특별시 강남구 논현로 621, 1~4층 (논현동)",서울특별시 강남구 논현동 191-12 1~4층,02-549-7582,0.00,동물병원,37.50904063,127.03275060
785,한 동물병원,영업/정상,서울특별시 강남구 논현로10길 14 (개포동),서울특별시 강남구 개포동 1187-1번지,02-575-7581,51.48,동물병원,37.47423202,127.04982012
786,24시 청담우리 동물병원,영업/정상,서울특별시 강남구 삼성로 614 (삼성동),서울특별시 강남구 삼성동 70-6,02-541-7515,295.88,동물병원,37.51448922,127.05285550
787,일마레 동물 메디컬 센터,영업/정상,"서울특별시 강남구 영동대로 708, 정화빌딩 4층 (청담동)",서울특별시 강남구 청담동 132-19 정화빌딩,02-3445-7275,0.00,동물병원,37.52113440,127.05711171
788,래이동물의료센터,영업/정상,서울특별시 강남구 남부순환로 2911-1 (대치동),서울특별시 강남구 대치동 649 1층,556-7588,345.00,동물병원,37.49271062,127.05774753
789,이안동물의학센터(청담점),영업/정상,"서울특별시 강남구 선릉로 806, 5층 (청담동)",서울특별시 강남구 청담동 86 5층,574-7533,150.00,동물병원,37.52386512,127.03961857
790,원동물병원,영업/정상,"서울특별시 강남구 역삼로 459, 한상빌딩 1층 (대치동)",서울특별시 강남구 대치동 903-12번지 한상빌딩,02-555-6835,0.00,동물병원,37.50287311,127.05732305
791,서경석동물병원,영업/정상,"서울특별시 강남구 일원로 35, 남경빌딩 1층 (일원동)",서울특별시 강남구 일원동 684 남경빌딩 1층,02-3412-0067,0.00,동물병원,37.49064099,127.08120949
792,압구정메이트동물병원,영업/정상,"서울특별시 강남구 압구정로 332 (신사동, 1층,2층)","서울특별시 강남구 신사동 660-7번지 1층,2층",02-540-6303,0.00,동물병원,37.52820551,127.03782196
793,24시SNC동물메디컬센터,영업/정상,"서울특별시 강남구 논현로 416, 1층 (역삼동, 운기빌딩)",서울특별시 강남구 역삼동 727-8 1층,02-562-7582,0.00,동물병원,37.49742509,127.03892117
794,나은동물병원,영업/정상,"서울특별시 강남구 개포로 243, 101호 (개포동, 흥진빌딩)",서울특별시 강남구 개포동 1259-4번지 101호,02-577-7582,0.00,동물병원,37.47916665,127.04913111
795,아크리스동물의료센터,영업/정상,"서울특별시 강남구 봉은사로104길 10, 3층 (삼성동, 동화빌딩)",서울특별시 강남구 삼성동 160-21 3층,02-583-7582,0.00,동물병원,37.51373339,127.06188046
796,서울동물의료센터,영업/정상,"서울특별시 강남구 역삼로 426, 1,2층 (대치동)","서울특별시 강남구 대치동 909-5 1,2층",02-566-8211,0.00,동물병원,37.50127425,127.05364242
797,24시OK동물병원,영업/정상,"서울특별시 강남구 도곡로51길 4, 역삼프라자 1층 (역삼동)",서울특별시 강남구 역삼동 766-20 역삼프라자,02-569-7582,0.00,동물병원,37.49557909,127.04981044
798,그레이스 고양이 병원,영업/정상,"서울특별시 강남구 선릉로152길 17, 아시아청담부띠끄 3층 302호 (청담동)",서울특별시 강남구 청담동 88-37 아시아청담부띠끄,02-3442-5554,0.00,동물병원,37.52444137,127.04105875
799,강남동물병원,영업/정상,"서울특별시 강남구 봉은사로 205, 상하빌딩 1층 (논현동)",서울특별시 강남구 논현동 234-26 상하빌딩 1층,514-7582,142.00,동물병원,37.50777997,127.03446408
800,중앙동물메디컬센터,영업/정상,"서울특별시 강남구 영동대로 630, 스타빌딩 (삼성동)",서울특별시 강남구 삼성동 90-8 스타빌딩,512-3331,388.60,동물병원,37.51649751,127.05948683
801,굿모닝동물병원,영업/정상,"서울특별시 강남구 학동로 413 (청담동, 청담빌딩)",서울특별시 강남구 청담동 44-15번지,02-548-5466,0.00,동물병원,37.51820997,127.04518232
802,개포별빛동물병원,영업/정상,"서울특별시 강남구 논현로 70, 1층 (개포동, 동성빌딩)",서울특별시 강남구 개포동 1229-11번지 동성빌딩1층,573-7582,0.00,동물병원,37.47644345,127.04631862
803,예은동물의료센터,영업/정상,"서울특별시 강남구 학동로29길 5, 3,4,5,6층 (논현동)",서울특별시 강남구 논현동 87-4,02-529-5575,487.86,동물병원,37.51466930,127.03120500
804,펫코도니아 동물의료센터,영업/정상,"서울특별시 강남구 언주로 627, 3층 (논현동)",서울특별시 강남구 논현동 218-25,512-2575,200.00,동물병원,37.51251609,127.03512841
805,츄츄 동물병원,영업/정상,서울특별시 강남구 논현로67길 56 (역삼동),서울특별시 강남구 역삼동 834-66,512-0075,95.04,동물병원,37.49316599,127.03543000
806,와이즈24시 동물병원,영업/정상,서울특별시 강남구 학동로6길 7 (논현동),서울특별시 강남구 논현동 123-5,3446-8253,147.40,동물병원,37.51128354,127.02387778
807,백산동물병원,영업/정상,"서울특별시 강남구 논현로86길 22, 2층 (역삼동)",서울특별시 강남구 역삼동 725-15 2층,511-6364,146.70,동물병원,37.50012589,127.03930534
808,청담눈초롱안과동물병원,영업/정상,"서울특별시 강남구 도산대로 412, 남강빌딩 7층 (청담동)",서울특별시 강남구 청담동 2-10 남강빌딩 7층,02-512-7566,0.00,동물병원,37.52515589,127.05262505
809,주주동물종합병원,영업/정상,"서울특별시 강남구 선릉로 412, 1층 (대치동)",서울특별시 강남구 대치동 898-8 1층,02-556-0975,137.00,동물병원,37.50171827,127.05057708
810,임재성동물의료센터,영업/정상,"서울특별시 강남구 일원로9길 74, 1층, 지하1층 (일원동)","서울특별시 강남구 일원동 645-11 1층, 지하1층",02-451-7582,,동물병원,37.49097181,127.08751070
811,스마트 정형외과 신경외과 동물병원,영업/정상,"서울특별시 강남구 도산대로 213, 2층 (신사동)",서울특별시 강남구 신사동 587-13 2층,,,동물병원,37.52072605,127.02997995
812,도킹어바웃 동물병원,영업/정상,"서울특별시 강남구 논현로 18, 지수빌딩 2층 (개포동)",서울특별시 강남구 개포동 1191-4 지수빌딩,02-529-7577,0.00,동물병원,37.47301541,127.04986915
813,동물치과병원메이,영업/정상,"서울특별시 강남구 테헤란로8길 46, 2층 (역삼동)",서울특별시 강남구 역삼동 827-67,02-797-4408,178.35,동물병원,37.49586213,127.03222694
814,청담 고운 피부과 동물병원,영업/정상,"서울특별시 강남구 도산대로 537, RNF537 3층 (청담동)",서울특별시 강남구 청담동 125-14 RNF537,02-545-8875,0.00,동물병원,37.52519592,127.05237182
815,도곡동행동물병원,영업/정상,"서울특별시 강남구 남부순환로363길 16, 1층 109,110호 (도곡동)",서울특별시 강남구 도곡동 902-2,02-573-1233,,동물병원,37.48642692,127.03815415
816,내과동물병원 루미나,영업/정상,"서울특별시 강남구 선릉로 340, 대치 EM 프라자 105호 (대치동)",서울특별시 강남구 대치동 908-20 대치 EM 프라자 105호,02-558-0275,,동물병원,37.50018174,127.05154853
817,이룸동물병원,영업/정상,"서울특별시 송파구 삼학사로 34, 달성빌딩 (석촌동)",서울특별시 송파구 석촌동 217 달성빌딩,02-419-7580,198.00,동물병원,37.50025817,127.09703662
818,샤인동물메디컬센터,영업/정상,서울특별시 송파구 오금로 147 (방이동),서울특별시 송파구 방이동 108-7,02-2088-7775,261.33,동물병원,37.51088338,127.11149512
819,문정힐스 동물병원,영업/정상,"서울특별시 송파구 법원로4길 10, 힐스테이트에코문정 상가동 1층 120,121호 (문정동)","서울특별시 송파구 문정동 652-4 힐스테이트에코문정상가 1층 120,121호",0507-1375-5852,0.00,동물병원,,
820,한걸음더 재활한방 동물병원,영업/정상,"서울특별시 송파구 백제고분로 294, 금산빌딩 1층 (석촌동)",서울특별시 송파구 석촌동 235-2 금산빌딩,02-423-2088,118.29,동물병원,37.50242552,127.09936235
821,석촌호수동물병원,영업/정상,"서울특별시 송파구 송파대로49길 52, 석촌호수 나인파크 A 1층 101호 (석촌동)",서울특별시 송파구 석촌동 24-11 석촌호수 나인파크 A,02-419-5959,57.14,동물병원,37.50608840,127.09897329
822,바로슬동물병원,영업/정상,"서울특별시 송파구 백제고분로 506, 2층 (방이동, 올림픽타워빌)",서울특별시 송파구 방이동 180-3 올림픽타워빌,02-6953-7599,173.74,동물병원,37.51516449,127.11557004
823,베를린 동물치과센터,영업/정상,"서울특별시 송파구 백제고분로 506, 4층 (방이동, 올림픽타워빌)",서울특별시 송파구 방이동 180-3 올림픽타워빌,02-830-1494,0.00,동물병원,37.51516449,127.11557004
824,잠실 갤러리아 동물병원,영업/정상,"서울특별시 송파구 올림픽로 212, 지하1층 36-23, 36-24호 (잠실동, 갤러리아팰리스)","서울특별시 송파구 잠실동 40 갤러리아팰리스 지하1층, 36-23, 36-24호",,0.00,동물병원,37.51110382,127.09391862
825,헬리오동물병원,영업/정상,"서울특별시 송파구 송파대로 345, 3B동 28,29호 (가락동, 헬리오시티)",서울특별시 송파구 가락동 479 헬리오시티,02-2135-6575,0.00,동물병원,37.49751936,127.10722635
826,송파 마리동물병원,영업/정상,"서울특별시 송파구 오금로 185, 금천빌딩 1층 (방이동)",서울특별시 송파구 방이동 115-4 금천빌딩,02-415-7555,0.00,동물병원,37.50909360,127.11493972
827,라온펫동물병원,영업/정상,"서울특별시 송파구 가락로 169, 1층 102호 (송파동)",서울특별시 송파구 송파동 122-7,,0.00,동물병원,37.50408278,127.11387336
828,THE허그동물의료센터,영업/정상,"서울특별시 송파구 올림픽로 366, 201호 (방이동, 파라다이스빌잠실)",서울특별시 송파구 방이동 40 파라다이스빌잠실 201호,02-2202-2025,0.00,동물병원,37.51653223,127.11079767
829,잠실바른눈안과동물병원,영업/정상,"서울특별시 송파구 삼학사로 67, 상구빌딩 2층 (삼전동)",서울특별시 송파구 삼전동 132-6 상구빌딩 2층,,,동물병원,37.50334547,127.09678960
830,샤인아이안과동물병원,영업/정상,"서울특별시 송파구 오금로 147, 1층 (방이동)",서울특별시 송파구 방이동 108-7,,177.40,동물병원,37.51088338,127.11149512
831,펫웨이브 동물의료센터,영업/정상,서울특별시 송파구 송파대로 450 (송파동),서울특별시 송파구 송파동 15-6,02-423-1233,214.44,동물병원,37.50685020,127.10616297
832,리틀버드서울 버드앤주클리닉,영업/정상,"서울특별시 송파구 오금로 332, 다윤빌딩 2층 (가락동)",서울특별시 송파구 가락동 160-3 다윤빌딩,02-403-7588,98.31,동물병원,37.50142039,127.12847153
833,라임동물병원,영업/정상,"서울특별시 송파구 가락로 258, 세림빌딩 1층 (방이동)",서울특별시 송파구 방이동 135-1 세림빌딩 1층,02-6227-7582,85.96,동물병원,37.51093064,127.11892099
834,리움동물의료센터,영업/정상,서울특별시 송파구 동남로 115 (가락동),서울특별시 송파구 가락동 107-1,,734.20,동물병원,37.49052776,127.12375100
835,잠실베스트동물병원 수술재활센터,영업/정상,"서울특별시 송파구 삼학사로 88, 금보 2층 (석촌동)",서울특별시 송파구 석촌동 2-9 금보 2층,02-2203-7975,0.00,동물병원,37.50497750,127.09739686
836,채움동물의료센터,영업/정상,"서울특별시 송파구 동남로 282, 재상빌딩 1층 (오금동)",서울특별시 송파구 오금동 151-1 재상빌딩,02-443-6933,0.00,동물병원,37.50053936,127.13708293
837,엘 동물병원,영업/정상,"서울특별시 송파구 중대로 320, 이화빌딩 1층 (오금동)",서울특별시 송파구 오금동 95-1 이화빌딩,02-2088-2878,0.00,동물병원,37.50860121,127.13398103
838,위례 별 동물의료센터,영업/정상,"서울특별시 송파구 위례광장로 230, 119,120호 (장지동, 위례2차아이파크)",서울특별시 송파구 장지동 884 위례2차아이파크,02-407-7579,0.00,동물병원,37.47951036,127.14370843
839,한국영양전문동물병원,영업/정상,"서울특별시 송파구 법원로4길 6, 문정 아이파크 214호 (문정동)",서울특별시 송파구 문정동 652-5 문정 아이파크 214호,02-6952-8275,,동물병원,,
840,위례따숨동물병원,영업/정상,"서울특별시 송파구 위례광장로 136, 3동 C112호 (장지동, 위례아이파크)",서울특별시 송파구 장지동 894 위례아이파크 3동 C112호,02-400-8820,,동물병원,37.47641120,127.14204104
841,닥터M동물메디컬센터,영업/정상,"서울특별시 송파구 송이로14길 11, 심쿵빌딩 101호 (가락동)",서울특별시 송파구 가락동 70-10 심쿵빌딩 101호,,0.00,동물병원,37.49879306,127.11841570
842,송파올리브동물병원,영업/정상,"서울특별시 송파구 오금로 543, 서평프라자 201호 (거여동)",서울특별시 송파구 거여동 35 서평프라자 201호,,0.00,동물병원,37.49302418,127.14913086
843,김선영 외과 동물병원,영업/정상,"서울특별시 송파구 새말로 62, 송파 푸르지오시티 상가동 220호, 221호 (문정동)","서울특별시 송파구 문정동 620 송파 푸르지오시티 상가동 220호, 221호",02-3012-7507,0.00,동물병원,37.48076353,127.12124824
844,동물병원알루,영업/정상,"서울특별시 송파구 법원로4길 6, 문정아이파크 128-9호 (문정동)",서울특별시 송파구 문정동 652-5 문정아이파크,02-402-3270,0.00,동물병원,,
845,도그마루 동물병원,영업/정상,"서울특별시 송파구 석촌호수로 104, 1층 (잠실동)",서울특별시 송파구 잠실동 242-2,070-4349-3357,0.00,동물병원,37.50776734,127.08845404
846,소담동물병원,영업/정상,"서울특별시 송파구 삼전로 99, 대성빌딩 1층 (잠실동)",서울특별시 송파구 잠실동 242-17 대성빌딩,02-424-7582,34.00,동물병원,37.50727580,127.09015200
847,샤인고양이메디컬센터,영업/정상,"서울특별시 송파구 오금로 147, JS빌딩 5층 (방이동)",서울특별시 송파구 방이동 108-7,02-2088-7775,115.44,동물병원,37.51088338,127.11149512
848,정담동물병원,영업/정상,"서울특별시 송파구 중대로 105, 가락 ID TOWER 103호 (가락동)",서울특별시 송파구 가락동 99-7 가락 ID TOWER 103호,02-400-0075,,동물병원,37.49357509,127.12001982
849,리베동물메디컬센터,영업/정상,"서울특별시 송파구 삼전로 56, 1~4층 (삼전동)",서울특별시 송파구 삼전동 28-2,02-6953-7502,630.14,동물병원,37.50376214,127.08787996
850,아스펜동물의료센터,영업/정상,"서울특별시 송파구 올림픽로 393, 잠실래미안아이파크상가 306~307호 (신천동)",서울특별시 송파구 신천동 20-4,0269533339,0.00,동물병원,37.51837936,127.11074080
851,동감동물의료센터,영업/정상,"서울특별시 송파구 거마로 56, 상가동 지하1층 제1-3, 1-4호 (거여동, 송파시그니처롯데캐슬)",서울특별시 송파구 거여동 697 송파시그니처롯데캐슬,02-6958-8575,,동물병원,37.49546197,127.14948579
852,24시 스탠다드 동물의료센터,영업/정상,"서울특별시 송파구 위례송파로 77, 위례우성어반타워 3층 303호~310호 (거여동)",서울특별시 송파구 거여동 605-4,02-448-6400,367.09,동물병원,37.48546329,127.14246341
853,잠실 스무살의꿈동물병원,영업/정상,"서울특별시 송파구 석촌호수로 140, 잠실레이크타워 202, 203호 (삼전동)",서울특별시 송파구 삼전동 22-2 잠실레이크타워,02-423-2010,171.44,동물병원,37.50707588,127.09247258
854,키다리동물병원,영업/정상,"서울특별시 송파구 새말로 62, 송파 푸르지오시티 110호 (문정동)",서울특별시 송파구 문정동 620 송파 푸르지오시티,02-6401-1512,0.00,동물병원,37.48076353,127.12124824
855,이재풍동물병원,영업/정상,서울특별시 송파구 오금로35길 44 (오금동),서울특별시 송파구 오금동 39-1,02-404-6123,21.45,동물병원,37.50646782,127.12927387
856,영국동물병원,영업/정상,"서울특별시 송파구 동남로18길 23, 무영빌딩 (가락동)",서울특별시 송파구 가락동 190-6 무영빌딩,02-402-5746,0.00,동물병원,37.49423347,127.13307183
857,에버펫 동물병원,영업/정상,"서울특별시 송파구 오금로 422, 연암빌딩 1층 (가락동)",서울특별시 송파구 가락동 175-14 연암빌딩,02-409-7533,149.00,동물병원,37.49673439,127.13676760
858,송이종합동물병원,영업/정상,"서울특별시 송파구 가락로 210, 1층 101호 (송파동)",서울특별시 송파구 송파동 146-6,02-415-7114,296.69,동물병원,37.50700578,127.11649943
859,송파바로동물병원,영업/정상,"서울특별시 송파구 새말로 125, 어은회관 (문정동)",서울특별시 송파구 문정동 85 어은회관,02-400-8575,264.00,동물병원,37.48316698,127.12805004
860,송파스마일동물병원,영업/정상,서울특별시 송파구 새말로5길 17 (문정동),서울특별시 송파구 문정동 57-3,02-448-7588,220.80,동물병원,37.48415821,127.12396200
861,마루동물병원,영업/정상,"서울특별시 송파구 양산로4길 13, 우토 파크빌딩 (거여동)",서울특별시 송파구 거여동 290-3 우토 파크빌딩,02-443-8898,0.00,동물병원,37.48998353,127.14475645
862,송파원동물병원,영업/정상,"서울특별시 송파구 백제고분로 432, 2층 (송파동)",서울특별시 송파구 송파동 135-2,02-419-7571,185.60,동물병원,37.50925438,127.11187189
863,신천동물병원,영업/정상,"서울특별시 송파구 석촌호수로 108, 리치빌딩 1층 (잠실동)",서울특별시 송파구 잠실동 242-4 리치빌딩 1층,02-420-0975,0.00,동물병원,37.50765612,127.08885163
864,송파데일리동물병원,영업/정상,"서울특별시 송파구 법원로 55, 송파아이파크 1층 E204호 (문정동)",서울특별시 송파구 문정동 624 송파아이파크 1동 E204호,02-403-7582,0.00,동물병원,37.47986829,127.12174815
865,위례S동물의료센터,영업/정상,"서울특별시 송파구 위례광장로 200, 에스비트램스퀘어 203,204호 (장지동)","서울특별시 송파구 장지동 881-5 에스비트램스퀘어 203,204호",02-431-7575,0.00,동물병원,37.48121470,127.14289714
866,닥터캣 고양이병원,영업/정상,"서울특별시 송파구 백제고분로 293, 제우빌딩 2층 202호 (석촌동)",서울특별시 송파구 석촌동 15 제우빌딩 2층 202호,02-2039-2575,0.00,동물병원,37.50287367,127.09898658
867,유앤동물의료원,영업/정상,"서울특별시 송파구 양재대로 1148, 왕천빌딩 1층 (오금동)",서울특별시 송파구 오금동 17 왕천빌딩 1층,02-2043-7582,0.00,동물병원,37.50969947,127.12732035
868,리센츠 스타 동물병원,영업/정상,"서울특별시 송파구 올림픽로 145, 리센츠 상가동 1층 C13,C14호 (잠실동)","서울특별시 송파구 잠실동 22-6 리센츠상가 1층 C13,C14호",02-419-1010,48.37,동물병원,37.51199363,127.08702584
869,24시잠실ON동물의료센터,영업/정상,"서울특별시 송파구 올림픽로 76, J타워 202호 (잠실동)",서울특별시 송파구 잠실동 175-6 J타워 202호,02-418-0724,0.00,동물병원,37.51156672,127.07902121
870,킴리동물병원,영업/정상,"서울특별시 송파구 올림픽로35길 94, 신천동동 내제2층층 203호 (신천동, 장미3차맨션)","서울특별시 송파구 신천동 11 장미c상가 내제2층 203호, 내제2층 204동 3호",02-6925-5475,0.00,동물병원,37.52003058,127.10261623
871,석촌동물병원,영업/정상,"서울특별시 송파구 송파대로 441, 청호빌딩 1층 2호 (석촌동)",서울특별시 송파구 석촌동 174-12 청호빌딩 1층 2호,02-414-7975,60.14,동물병원,37.50580156,127.10617323
872,잠실베스트동물메디컬센터,영업/정상,"서울특별시 송파구 삼학사로 88, 금보 1층 (석촌동)",서울특별시 송파구 석촌동 2-9 금보 1층,02-2203-7975,0.00,동물병원,37.50497750,127.09739686
873,문정탑동물병원,영업/정상,"서울특별시 송파구 송이로 186, 상가동 1호 (문정동, 성해아파트)",서울특별시 송파구 문정동 4-2 성해아파트상가 1층,02-431-0275,107.47,동물병원,37.49086162,127.12667524
874,행복한 우리아이 동물병원,영업/정상,"서울특별시 송파구 석촌호수로 146, 1층 (삼전동)",서울특별시 송파구 삼전동 22-6 1층,02-424-7552,0.00,동물병원,37.50688942,127.09316844
875,희망종합동물병원,영업/정상,"서울특별시 송파구 올림픽로 88, 올림픽타워 101호 (잠실동)",서울특별시 송파구 잠실동 175-12 올림픽타워 101호,02-414-7588,0.00,동물병원,37.51142752,127.08051271
876,노아동물병원,영업/정상,서울특별시 송파구 오금로 498 (거여동),서울특별시 송파구 거여동 562-4,02-401-0075,0.00,동물병원,37.49299378,127.14389935
